id,lang,label,HuggingFaceTB/SmolLM3-3B,microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-3B-Instruct,Qwen/Qwen2.5-Omni-7B,google/gemma-3n-E4B-it,meta-llama/Llama-3.1-8B-Instruct,Qwen/Qwen2.5-7B-Instruct
it_388,it,0,1,1,1,1,1,1,0
it_1124,it,0,0,0,1,0,0,0,0
it_379,it,0,1,1,1,1,1,1,1
it_1010,it,0,1,1,1,1,1,1,0
it_1809,it,0,0,0,1,1,1,1,0
it_606,it,0,0,0,1,0,0,0,0
it_179,it,0,1,1,1,1,1,0,1
it_1380,it,0,1,1,1,0,1,1,1
it_1488,it,1,0,0,1,0,0,0,0
it_1438,it,0,0,0,1,1,1,0,1
it_718,it,0,0,0,0,1,0,1,1
it_1623,it,0,0,0,1,0,0,0,1
it_1498,it,0,1,1,1,1,0,0,1
it_1433,it,0,0,0,1,0,0,0,0
it_90,it,0,1,1,1,1,1,1,0
it_514,it,0,0,0,0,1,1,1,1
it_692,it,0,1,0,1,0,1,0,0
it_673,it,0,1,1,1,1,0,1,1
it_652,it,0,1,1,1,1,1,1,1
it_1360,it,0,0,0,1,0,0,0,0
it_122,it,0,0,0,1,0,0,0,0
it_987,it,0,0,1,1,0,1,0,0
it_632,it,1,1,1,1,1,1,1,1
it_1332,it,0,1,1,1,1,0,1,1
it_431,it,0,0,0,1,1,0,1,0
it_1121,it,0,0,1,1,0,0,0,0
it_788,it,0,0,0,1,0,0,0,0
it_1602,it,0,1,0,1,1,1,0,1
it_1489,it,0,0,1,1,1,1,1,1
it_283,it,0,0,1,1,0,0,0,0
it_1684,it,0,0,0,1,0,0,0,0
it_775,it,0,1,1,1,1,1,1,1
it_322,it,0,1,1,1,1,1,1,1
it_711,it,1,0,1,1,0,1,0,0
it_547,it,0,0,1,1,1,1,1,1
it_1368,it,0,0,1,1,1,0,0,0
it_467,it,0,1,0,1,0,0,0,0
it_1219,it,1,0,1,1,0,0,0,1
it_1393,it,0,0,1,1,1,1,1,0
it_300,it,0,1,1,1,1,1,1,0
it_1410,it,1,0,1,1,1,0,1,1
it_1618,it,0,0,1,1,0,1,0,1
it_105,it,0,0,1,1,0,0,0,0
it_890,it,0,0,0,1,1,0,0,1
it_1080,it,0,0,0,1,1,1,1,1
it_1508,it,0,0,1,1,0,0,0,0
it_691,it,0,0,0,1,0,1,0,0
it_422,it,0,0,0,1,0,0,0,0
it_1800,it,0,0,0,1,1,0,0,0
it_78,it,0,0,0,1,0,1,0,0
it_1810,it,0,0,1,1,0,0,0,0
it_285,it,0,0,0,1,0,0,0,0
it_43,it,1,0,0,1,0,0,0,1
it_1396,it,0,0,1,1,0,0,0,0
it_899,it,0,1,1,1,1,1,1,1
it_32,it,0,0,0,1,1,1,0,1
it_1016,it,0,0,0,1,0,1,0,0
it_1211,it,0,0,0,1,0,0,0,0
it_185,it,0,1,0,1,1,1,0,1
it_54,it,1,0,0,1,1,1,0,0
it_827,it,0,0,0,1,0,0,0,0
it_383,it,0,0,0,1,0,0,0,1
it_1049,it,0,0,1,1,0,0,0,0
it_1297,it,0,0,0,1,0,0,0,0
it_936,it,1,0,1,1,0,0,0,0
it_880,it,0,0,1,1,1,0,0,1
it_366,it,0,0,0,1,0,1,0,0
it_21,it,1,0,1,1,0,0,0,0
it_251,it,0,0,0,1,0,0,0,0
it_891,it,0,0,1,1,0,1,0,0
it_435,it,0,0,0,1,0,0,0,0
it_1163,it,0,0,0,0,0,1,1,0
it_149,it,1,1,1,1,1,1,1,1
it_771,it,0,1,1,1,1,1,1,1
it_729,it,0,1,1,1,1,0,0,0
it_1270,it,0,1,1,1,1,1,1,1
it_224,it,0,0,0,1,0,0,0,0
it_333,it,1,0,0,1,0,0,0,0
it_153,it,0,0,0,1,1,1,0,1
it_109,it,0,0,1,1,0,0,0,0
it_706,it,0,0,1,1,0,0,0,0
it_648,it,0,0,1,1,1,0,0,1
it_588,it,0,0,0,1,0,0,0,0
it_615,it,0,1,1,1,1,1,1,0
it_276,it,1,0,0,1,0,0,0,0
it_787,it,0,0,1,1,0,0,1,0
it_743,it,0,1,1,1,1,1,1,1
it_1776,it,1,0,1,1,1,0,1,1
it_55,it,1,1,1,1,0,1,0,0
it_1791,it,1,0,0,1,0,1,0,0
it_233,it,1,1,0,1,1,1,1,1
it_1431,it,0,1,1,1,1,1,1,1
it_554,it,0,0,1,1,0,0,0,0
it_938,it,0,0,0,1,0,1,0,0
it_1581,it,0,0,0,1,0,0,0,0
it_23,it,1,0,0,1,1,0,0,1
it_1287,it,1,0,1,1,0,0,0,0
it_863,it,0,1,1,1,1,1,1,1
it_1588,it,0,0,0,1,1,1,0,0
it_1671,it,0,1,1,1,1,1,0,1
it_1604,it,0,0,0,0,0,0,0,0
it_1605,it,0,1,1,1,1,1,1,1
it_830,it,0,0,0,1,0,0,0,0
it_359,it,0,1,0,1,0,0,0,0
it_1218,it,0,0,1,1,1,1,0,0
it_257,it,0,1,1,1,1,1,1,1
it_385,it,0,0,0,1,1,0,0,0
it_1616,it,1,0,0,1,0,0,0,0
it_1615,it,0,0,1,1,0,0,0,0
it_7,it,0,1,1,1,1,1,1,0
it_1482,it,0,0,1,1,0,0,0,0
it_1262,it,1,1,1,1,1,1,1,1
it_1125,it,0,1,0,1,1,1,1,0
it_972,it,0,0,0,1,0,1,0,1
it_928,it,0,0,0,1,0,1,0,1
it_1678,it,0,1,1,1,0,1,0,1
it_1522,it,0,0,1,1,0,1,0,0
it_1661,it,0,0,1,1,1,0,0,1
it_1281,it,0,1,1,1,0,0,0,0
it_448,it,1,0,0,1,0,0,0,0
it_1059,it,0,0,0,1,0,0,1,1
it_959,it,1,0,0,1,0,0,0,0
it_1349,it,0,0,0,1,0,0,0,0
it_541,it,0,1,1,1,1,1,1,1
it_1632,it,0,1,1,1,1,0,1,1
it_1636,it,0,0,1,1,1,1,1,1
it_1789,it,1,0,0,1,0,0,0,0
it_1543,it,1,1,0,1,0,0,0,0
it_1402,it,1,0,0,1,0,0,1,1
it_770,it,0,0,1,1,0,0,0,0
it_1559,it,0,1,1,1,1,0,1,1
it_926,it,0,1,1,1,1,1,0,1
it_172,it,0,0,0,1,0,0,0,0
it_1805,it,1,0,1,1,0,0,0,0
it_968,it,0,1,1,1,1,1,1,1
it_19,it,0,0,1,1,0,0,1,0
it_1250,it,0,0,0,1,0,0,0,0
it_1283,it,0,0,1,1,0,0,0,0
it_490,it,0,0,1,1,1,1,0,0
it_925,it,1,0,0,1,0,0,0,0
it_181,it,0,0,0,1,1,1,1,1
it_634,it,1,1,1,1,1,1,1,1
it_192,it,0,0,1,1,0,1,1,0
it_1462,it,0,0,0,1,0,0,0,0
it_618,it,0,0,1,1,0,0,0,0
it_493,it,1,1,1,1,1,1,1,1
it_772,it,0,1,1,1,0,0,0,0
it_1733,it,0,0,0,1,0,0,0,0
it_1741,it,0,0,1,1,0,0,1,0
it_135,it,0,0,0,1,0,1,0,1
it_403,it,1,1,1,1,1,1,1,1
it_1193,it,0,1,1,1,1,1,1,1
it_1399,it,1,0,1,1,0,0,0,0
it_473,it,1,1,1,1,1,1,1,1
it_838,it,1,0,0,1,0,0,0,0
it_1452,it,0,1,0,1,0,0,0,1
it_555,it,0,1,1,1,1,1,0,1
it_860,it,0,1,1,1,1,1,1,1
it_38,it,0,0,0,1,0,0,0,0
it_1253,it,0,1,1,1,1,0,0,0
it_1335,it,0,0,1,1,1,0,0,1
it_1388,it,0,1,1,1,0,1,0,1
it_1109,it,0,0,0,0,0,0,0,0
it_1505,it,0,0,0,1,0,0,0,0
it_134,it,1,0,0,1,0,0,0,1
it_1177,it,0,0,0,1,0,0,0,0
it_839,it,0,0,1,1,0,0,0,0
it_829,it,0,0,0,1,0,0,0,0
it_1306,it,0,0,0,1,1,0,0,0
it_1775,it,1,0,1,1,0,0,0,0
it_1352,it,1,0,1,1,0,0,0,0
it_1199,it,0,1,1,1,1,1,1,1
it_1639,it,0,0,1,1,0,0,0,0
it_111,it,0,1,1,1,1,1,1,1
it_1778,it,0,0,1,1,1,1,0,1
it_1373,it,0,0,0,1,0,0,0,0
it_367,it,1,1,1,1,1,0,1,1
it_757,it,0,0,0,1,0,0,0,0
it_307,it,0,0,1,1,0,1,0,0
it_1142,it,0,1,1,1,1,1,0,0
it_509,it,0,0,1,0,1,1,0,1
it_1385,it,0,0,0,1,0,0,0,0
it_744,it,0,0,0,1,0,0,0,0
it_1062,it,0,0,0,1,0,0,0,0
it_1161,it,0,1,1,1,0,1,0,0
it_529,it,0,0,0,1,1,1,0,0
it_1627,it,0,1,1,1,1,1,1,1
it_408,it,0,1,1,1,1,1,1,0
it_641,it,0,0,1,1,1,1,1,1
it_958,it,0,0,0,1,0,0,0,0
it_962,it,0,0,1,1,1,0,0,1
it_432,it,0,0,1,1,1,1,1,1
it_817,it,0,0,1,1,1,1,1,1
it_507,it,1,1,1,1,1,1,0,1
it_1166,it,0,0,1,1,0,0,0,1
it_226,it,1,1,1,1,1,1,1,1
it_1264,it,0,0,1,1,1,1,0,0
it_940,it,0,0,0,1,1,1,0,1
it_1036,it,0,1,0,1,1,0,1,0
it_1783,it,0,1,1,1,0,1,1,0
it_1054,it,0,0,0,1,0,0,0,0
it_447,it,0,0,0,0,0,0,0,0
it_1801,it,0,0,0,1,1,0,0,0
it_749,it,0,0,0,1,0,0,0,0
it_1123,it,0,0,0,1,1,1,1,0
it_1197,it,1,1,1,1,1,1,1,1
it_1648,it,0,0,1,1,0,0,0,1
it_874,it,1,1,1,1,1,1,1,1
it_1530,it,0,0,0,1,0,0,0,1
it_935,it,0,0,0,1,0,0,0,0
it_293,it,0,1,1,1,1,1,0,1
it_532,it,0,1,0,1,1,1,1,1
it_794,it,0,0,0,1,0,0,0,0
it_1669,it,0,1,1,1,1,1,1,1
it_792,it,0,0,1,1,0,0,0,0
it_901,it,0,0,0,1,0,0,0,0
it_1246,it,0,1,1,1,1,1,1,1
it_1271,it,0,0,0,1,0,0,0,0
it_1296,it,0,0,1,1,1,1,1,1
it_1035,it,0,0,0,1,0,0,0,0
it_795,it,0,1,0,1,1,1,1,1
it_345,it,0,0,0,1,0,0,0,0
it_1642,it,0,0,0,1,0,0,0,0
it_1501,it,0,0,0,1,0,0,0,0
it_939,it,0,0,1,1,1,1,1,0
it_1021,it,0,1,1,1,1,0,1,1
it_1408,it,1,0,0,1,0,0,0,0
it_1025,it,0,0,0,1,0,0,0,0
it_712,it,0,0,0,1,0,1,1,0
it_1331,it,0,1,1,1,1,1,1,0
it_261,it,0,0,0,1,0,0,0,0
it_1711,it,0,0,1,1,1,0,0,0
it_1160,it,0,0,0,1,1,1,1,0
it_346,it,1,1,1,1,1,1,1,1
it_1504,it,0,0,0,1,0,0,0,0
it_915,it,0,1,1,1,1,1,1,1
it_404,it,0,0,0,1,0,0,0,0
it_1500,it,1,0,1,1,0,0,0,1
it_1786,it,0,0,0,1,0,0,0,0
it_1351,it,0,1,1,1,1,1,0,0
it_139,it,0,0,1,1,0,1,1,1
it_73,it,0,1,1,1,0,0,0,0
it_1167,it,0,0,1,1,0,1,0,0
it_1579,it,0,1,1,1,1,0,1,0
it_182,it,0,0,1,1,0,1,0,1
it_1202,it,0,1,1,1,1,1,1,1
it_1087,it,0,1,1,1,1,1,1,1
it_236,it,0,0,0,1,1,1,0,1
it_1529,it,0,0,0,1,0,0,0,0
it_865,it,0,0,1,1,1,1,0,1
it_1374,it,0,0,0,1,0,1,1,0
it_144,it,0,0,1,1,1,0,0,0
it_1247,it,0,0,1,1,0,0,0,0
it_1628,it,1,0,0,1,0,0,0,1
it_644,it,1,0,0,1,0,0,0,0
it_466,it,0,1,1,1,1,1,0,0
it_597,it,0,1,1,1,1,1,1,1
it_220,it,0,1,1,1,1,1,1,1
it_1429,it,0,1,1,1,1,1,1,1
it_872,it,0,1,0,1,1,1,1,0
it_768,it,0,1,1,1,0,1,1,0
it_544,it,1,1,1,1,1,1,1,1
it_30,it,0,1,1,1,1,1,1,1
it_1566,it,1,1,1,1,1,1,0,1
it_562,it,1,0,0,1,0,0,0,0
it_1075,it,1,0,1,1,0,0,0,0
it_63,it,0,0,0,1,0,0,0,0
it_924,it,0,1,1,1,1,1,1,1
it_1056,it,1,0,1,1,0,0,1,0
it_811,it,0,0,0,1,1,1,0,1
it_472,it,0,1,0,1,0,0,1,0
it_341,it,1,0,1,1,0,0,0,0
it_158,it,1,0,1,1,0,0,0,0
it_34,it,1,0,1,1,0,0,0,0
it_570,it,0,0,0,0,0,0,0,0
it_1551,it,1,1,1,1,1,1,1,1
it_14,it,0,0,0,1,0,0,0,0
it_1749,it,1,0,0,1,0,0,0,0
it_1743,it,0,0,0,1,0,0,0,0
it_611,it,0,1,1,1,1,1,1,1
it_1085,it,1,0,0,1,0,0,0,0
it_436,it,1,1,1,1,1,1,1,1
it_484,it,0,1,1,1,1,1,1,1
it_1765,it,0,1,0,1,1,1,1,1
it_988,it,0,1,1,1,1,1,1,1
it_1450,it,0,0,1,1,0,0,0,0
it_758,it,1,0,1,1,1,0,0,1
it_479,it,0,1,0,1,1,1,1,1
it_335,it,0,0,1,1,0,0,0,0
it_129,it,0,1,1,1,1,1,1,1
it_1739,it,0,0,1,1,1,1,0,1
it_574,it,0,1,0,1,0,1,1,1
it_657,it,0,1,1,1,0,0,0,0
it_796,it,0,0,1,1,0,0,0,0
it_656,it,0,0,0,1,0,1,1,1
it_443,it,0,0,0,1,1,1,1,0
it_1583,it,1,1,1,1,1,1,0,1
it_1238,it,0,0,0,1,0,0,0,0
it_258,it,0,0,0,1,0,0,0,0
it_310,it,1,0,1,1,1,1,0,1
it_961,it,1,0,0,1,0,0,0,0
it_752,it,0,0,1,1,0,1,0,1
it_1032,it,0,0,0,1,0,0,0,0
it_727,it,1,0,1,1,1,0,0,1
it_912,it,0,0,0,1,1,1,1,1
it_454,it,0,0,1,1,1,1,0,0
it_1766,it,0,1,1,1,1,1,1,1
it_559,it,0,1,1,1,1,1,1,0
it_558,it,0,0,1,1,0,0,0,0
it_1473,it,0,0,1,1,0,1,1,1
it_774,it,1,0,1,1,0,0,0,0
it_538,it,1,0,0,1,0,0,0,0
it_1310,it,1,0,0,1,0,0,0,0
it_813,it,1,0,0,1,0,0,0,0
it_663,it,0,0,1,1,1,0,0,1
it_270,it,0,0,1,1,0,1,1,0
it_599,it,0,0,0,1,0,0,0,0
it_1346,it,0,0,0,1,0,1,0,0
it_119,it,1,0,0,1,0,0,0,0
it_1241,it,0,0,0,1,0,0,0,0
it_976,it,0,0,0,1,0,0,0,0
it_1424,it,0,1,1,1,1,1,1,1
it_1013,it,1,1,0,1,0,0,1,0
it_1419,it,0,0,1,1,1,1,1,1
it_343,it,0,0,0,1,0,0,0,0
it_460,it,0,1,1,1,1,1,1,1
it_104,it,0,0,1,1,0,0,0,0
it_339,it,0,0,1,1,0,1,0,0
it_881,it,1,0,0,1,0,0,0,0
it_526,it,0,1,1,1,1,1,1,1
it_945,it,1,0,0,1,0,1,0,0
it_603,it,0,0,0,1,0,0,0,1
it_888,it,0,1,1,1,0,1,0,1
it_120,it,0,0,1,1,0,0,0,0
it_286,it,1,1,1,1,0,1,0,0
it_245,it,0,0,0,1,0,0,0,0
it_763,it,0,0,0,1,0,1,0,0
it_723,it,0,0,0,1,0,0,0,0
it_654,it,0,0,0,1,1,0,1,0
it_59,it,0,1,1,1,1,1,1,1
it_124,it,0,1,1,1,1,1,1,1
it_146,it,0,1,1,1,1,0,1,0
it_1045,it,0,1,1,1,1,0,0,1
it_97,it,0,0,0,1,0,1,0,0
it_288,it,0,0,0,1,0,1,1,0
it_1157,it,0,0,0,1,0,0,0,0
it_1256,it,0,1,1,1,1,1,1,1
it_319,it,0,0,1,1,0,0,0,0
it_1377,it,0,0,0,1,0,0,0,0
it_1012,it,0,1,1,1,1,1,1,1
it_1300,it,0,1,0,1,1,0,0,0
it_298,it,0,0,1,1,0,0,0,0
it_170,it,0,1,1,1,1,1,0,0
it_781,it,0,1,1,1,1,1,1,1
it_1728,it,0,0,1,1,0,0,0,0
it_1577,it,0,1,1,1,1,1,1,1
it_485,it,0,0,1,1,0,1,0,1
it_689,it,0,1,1,1,1,1,1,1
it_67,it,0,0,1,1,1,1,0,1
it_1631,it,0,0,0,1,0,1,0,0
it_419,it,0,1,1,1,1,1,1,1
it_688,it,0,0,0,1,0,1,0,0
it_156,it,0,0,0,1,1,1,0,1
it_427,it,1,0,0,1,0,0,0,0
it_666,it,0,0,1,1,0,0,0,0
it_1445,it,0,1,1,1,1,1,1,1
it_1413,it,0,0,0,1,0,0,0,0
it_439,it,0,0,1,1,0,1,0,0
it_398,it,0,1,1,1,1,1,1,1
it_1230,it,1,1,1,1,1,1,1,1
it_1761,it,1,1,0,1,1,1,0,1
it_1737,it,0,0,0,1,0,0,0,0
it_252,it,0,1,1,1,1,1,1,0
it_79,it,0,0,1,1,0,0,0,1
it_1736,it,0,1,0,0,1,1,0,0
it_1295,it,1,0,0,1,0,0,0,0
it_1675,it,0,0,0,1,0,0,0,0
it_297,it,0,1,1,1,1,1,1,1
it_601,it,0,1,1,1,1,1,1,1
it_126,it,0,0,1,1,0,0,0,0
it_823,it,0,0,1,1,0,0,0,0
it_1316,it,0,0,1,1,0,1,1,0
it_1459,it,0,0,1,1,1,1,1,1
it_328,it,0,1,1,1,1,0,0,0
it_533,it,0,1,0,1,1,1,1,1
it_877,it,0,0,0,1,0,0,0,0
it_0,it,1,1,1,1,1,1,1,1
it_1274,it,0,0,0,1,0,0,0,0
it_1549,it,1,0,1,1,0,0,0,0
it_909,it,0,0,1,1,1,1,1,1
it_1398,it,0,0,1,1,0,0,0,0
it_452,it,0,0,1,1,0,0,0,0
it_1565,it,0,1,1,1,1,0,1,1
it_551,it,0,1,1,1,0,1,1,0
it_302,it,1,1,0,1,0,0,0,0
it_1379,it,0,1,0,1,1,1,1,1
it_1715,it,0,1,1,1,1,1,1,1
it_433,it,0,1,1,1,1,0,1,1
it_1439,it,0,1,1,1,1,1,1,1
it_731,it,0,1,0,0,1,1,1,1
it_664,it,0,0,1,1,1,1,1,1
it_1041,it,0,0,0,1,0,0,0,0
it_518,it,1,0,0,1,0,0,0,0
it_387,it,0,0,1,1,0,0,0,0
it_1268,it,1,0,1,1,0,0,1,1
it_271,it,0,0,1,1,1,0,1,0
it_1745,it,0,0,1,1,0,0,0,0
it_670,it,0,0,0,1,0,0,0,0
it_607,it,0,0,1,1,0,0,0,0
it_1568,it,0,0,0,1,0,1,1,0
it_1003,it,1,0,0,1,0,0,0,0
it_1674,it,0,1,0,1,1,1,1,0
it_1447,it,0,1,0,1,1,1,0,1
it_450,it,0,0,1,1,1,0,0,0
it_1705,it,0,0,0,1,0,0,0,0
it_1687,it,0,0,1,1,0,1,1,0
it_1327,it,0,0,1,1,1,0,0,0
it_66,it,0,1,1,1,1,1,1,1
it_1358,it,0,0,0,1,0,1,0,1
it_784,it,1,0,0,1,0,0,0,0
it_1593,it,1,0,1,1,0,0,1,0
it_1240,it,0,1,1,1,1,1,1,0
it_1416,it,1,0,0,1,0,0,0,0
it_565,it,0,0,1,1,1,0,0,1
it_1363,it,0,0,0,1,0,0,0,0
it_831,it,0,0,0,1,1,0,0,0
it_896,it,0,1,1,1,1,1,0,0
it_1252,it,0,0,1,1,0,0,0,0
it_1652,it,0,1,1,1,1,1,1,1
it_1763,it,0,0,1,1,0,1,0,0
it_1794,it,0,0,0,1,0,0,0,0
it_735,it,0,0,0,1,0,0,0,0
it_667,it,1,0,1,1,0,0,0,1
it_434,it,0,1,0,1,1,1,1,0
it_374,it,0,0,0,1,0,0,0,0
it_1595,it,0,0,1,1,1,1,0,1
it_1407,it,0,0,1,1,1,1,0,1
it_1802,it,0,1,1,1,0,1,1,1
it_1546,it,0,1,1,1,1,1,1,1
it_337,it,0,0,0,1,0,0,0,0
it_1357,it,1,0,0,1,0,0,0,0
it_1792,it,0,0,0,1,0,0,0,0
it_740,it,0,0,0,1,0,0,0,0
it_1606,it,1,0,1,1,0,0,0,1
it_1299,it,0,1,1,1,1,1,1,1
it_9,it,0,1,1,1,1,1,1,1
it_563,it,0,0,0,1,0,0,0,0
it_1051,it,0,1,0,1,1,0,0,1
it_824,it,0,0,1,1,1,0,0,1
it_1065,it,0,1,1,1,1,0,0,0
it_1162,it,0,1,1,1,1,0,0,1
it_629,it,0,0,1,1,0,1,0,0
it_401,it,0,0,1,1,1,0,0,1
it_76,it,0,1,1,1,0,1,1,1
it_678,it,0,0,1,1,1,1,0,1
it_1657,it,0,1,1,1,1,1,1,0
it_579,it,1,0,1,1,0,0,0,1
it_517,it,0,0,0,1,0,0,0,0
it_803,it,0,0,0,1,0,0,0,0
it_1555,it,0,0,1,1,1,0,0,1
it_1322,it,0,0,0,1,0,0,0,0
it_1117,it,0,0,1,1,1,1,1,1
it_458,it,0,0,0,1,0,0,0,0
it_1208,it,0,0,0,1,0,0,0,0
it_623,it,0,0,1,1,1,1,0,0
it_1191,it,0,1,1,1,1,1,1,1
it_1348,it,0,0,0,1,0,0,0,0
it_364,it,1,1,1,1,0,0,0,0
it_1752,it,0,0,0,1,0,0,0,0
it_1243,it,1,1,1,1,1,1,1,1
it_317,it,0,1,1,1,1,1,1,1
it_591,it,1,0,1,1,1,1,0,1
it_1567,it,1,0,0,1,0,0,0,0
it_1688,it,0,0,1,1,0,0,0,0
it_837,it,0,1,1,1,1,1,1,1
it_1492,it,0,1,1,1,1,1,1,1
it_227,it,0,0,1,1,0,0,0,0
it_1088,it,0,0,0,1,0,0,0,0
it_416,it,1,0,0,1,0,0,0,0
it_173,it,0,0,1,0,0,0,0,0
it_684,it,0,0,1,1,1,1,0,1
it_1153,it,0,0,1,1,1,1,1,1
it_878,it,1,0,0,1,0,0,0,0
it_1469,it,0,0,1,1,0,0,0,0
it_1,it,0,0,0,1,0,0,0,0
it_1018,it,0,0,1,1,0,0,0,0
it_528,it,0,0,0,1,0,0,0,0
it_106,it,0,0,0,1,0,0,0,0
it_1114,it,0,0,1,1,0,0,1,0
it_1591,it,1,0,0,1,0,0,0,0
it_879,it,0,0,0,1,0,0,0,1
it_71,it,1,0,0,1,0,0,0,0
it_384,it,0,0,0,1,0,0,0,0
it_707,it,0,0,1,0,1,1,0,0
it_1411,it,0,0,0,0,1,0,0,1
it_294,it,0,0,1,1,1,1,1,0
it_539,it,0,1,1,1,0,1,1,1
it_382,it,1,0,0,1,0,0,0,0
it_280,it,0,1,1,1,1,1,1,1
it_1291,it,0,1,1,1,1,1,1,1
it_1173,it,0,0,0,1,0,0,0,0
it_219,it,0,1,1,1,1,1,1,1
it_832,it,0,0,1,1,1,0,0,1
it_137,it,0,1,1,1,1,1,1,0
it_1422,it,0,1,1,1,1,1,0,0
it_1472,it,0,0,0,1,0,0,0,0
it_1381,it,1,0,0,1,0,0,0,0
it_1361,it,0,0,0,1,0,0,0,0
it_809,it,0,1,1,1,1,1,1,1
it_457,it,0,1,1,1,1,1,1,1
it_216,it,0,0,0,1,0,0,0,0
it_231,it,0,0,1,1,1,1,1,0
it_1599,it,0,0,0,1,1,1,0,0
it_867,it,1,0,1,1,1,0,1,1
it_557,it,0,0,0,1,0,0,0,0
it_1458,it,0,0,0,1,0,1,0,1
it_908,it,0,0,0,1,0,0,0,0
it_900,it,0,0,1,1,0,1,0,0
it_1544,it,0,0,0,1,0,0,0,0
it_675,it,1,0,1,1,1,0,1,1
it_91,it,0,1,1,1,1,1,0,1
it_414,it,0,0,1,1,1,1,0,1
it_1709,it,0,0,0,1,1,0,0,1
it_1434,it,0,0,1,1,1,0,0,0
it_1304,it,0,1,0,1,1,1,1,1
it_1658,it,0,0,0,1,0,0,0,0
it_1188,it,1,1,1,1,1,1,1,1
it_428,it,0,0,0,0,0,1,0,0
it_1340,it,0,0,0,1,0,1,0,0
it_595,it,0,0,1,1,0,0,1,0
it_844,it,0,0,0,1,0,0,1,0
it_1216,it,0,1,1,1,1,1,1,1
it_521,it,1,0,0,1,0,0,0,1
